Actor1Code,Actor1Name,Actor1Geo_ADM1Code,Actor2Code,Actor2Name,Actor2Geo_ADM1Code,ActionGeo_FullName,ActionGeo_ADM1Code,Year,SQLDATE
GOV,GOVERNMENT,SO02,SOM,SOMALIA,SO02,"Mogadishu, Banaadir, Somalia",SO02,2001,20010726
UGA,UGANDA,UG40,,,,"Hima, Kasese, Uganda",UG40,2001,20010430
GOV,PRESIDENT,BK02,,,,"Belgrade, Serbia (general),",RB00,2001,20010111
LEG,PARLIAMENTARIAN,NI26,NGA,NIGERIA,NI26,"Benue State, Benue, Nigeria",NI26,2001,20011026
ARM,ARMENIAN,AM,AZE,AZERBAIJANI,AJ00,"Nagornyy Karabakh, Azerbaijan (general), Azerbaijan",AJ00,2001,20010825
ISR,ISRAELI,IS,PSE,PALESTINIAN,IS,Israel,IS,2001,20010424
HRV,CROATIAN,HR21,,,,Bosnia-Herzegovina,BK,2001,20010706
CHN,CANTON,HR,ALB,ALBANIAN,AL,Albania,AL,2001,20010530
srp,SERBS,RB,,,,"Republika Srpska, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010905
IRQ,IRAQ,IZ07,,,,"Baghdad, Baghdad, Iraq",IZ07,2001,20011102
ALB,ALBANIA,MK00,MKDCOP,MACEDONIA,MK00,"Skopje, Macedonia (general), Macedonia",MK00,2001,20010831
ALBCVL,ALBANIAN,RI00,,,,"Novi Sad, , Serbia",RI00,2001,20010318
USA,UNITED STATES,USNC,,,,"Asheville, North Carolina, United States",USNC,2001,20011208
ALBUAF,ALBANIAN,AL,MKDLEG,MACEDONIAN,MK00,Albania,AL,2001,20010727
IRQ,IRAQI,IZ13,IRQGOV,IRAQ,IZ13,"Kirkuk, At Ta'mim, Iraq",IZ13,2001,20011223
ALB,ALBANIAN,RB00,MIL,MILITARY,AL,"Belgrade, Serbia (general),",RB00,2001,20011212
MKD,MACEDONIAN,MK,,,,Albania,AL,2001,20010608
FRA,FRENCH,MK,,,,Macedonia,MK,2001,20010813
CVL,COMMUNITY,PK,,,,Pakistan,PK,2001,20010830
MOS,MUSLIM,BK02,COP,POLICE,BK02,"Banja Luka, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010601
RUS,VLADIMIR,RB00,HRV,CROATIA,HR04,"Belgrade, Serbia (general),",RB00,2001,20010804
ARM,ARMENIAN,AM,,,,Armenia,AM,2001,20010428
srp,SERBS,RB,,,,,RB,2001,20010727
IRQ,IRAQI,TU,IRQGOV,IRAQ,TU,Turkey,TU,2001,20011220
USA,AMERICAN,US,,,,"Nuba Mountains, Janub Kurdufan, Sudan",SU50,2001,20011127
AFR,AFRICA,ZI,ZWE,ZIMBABWE,ZI,Zimbabwe,ZI,2001,20010814
PSE,PALESTINIAN,IS00,,,,"Jerusalem, Israel (general), Israel",IS00,2001,20010910
ITA,ITALY,IT07,NLD,THE HAGUE,RB00,"Belgrade, Serbia (general),",RB00,2001,20010330
,,,ALB,ALBANIAN,AL,Albania,AL,2001,20010407
ALB,ALBANIAN,AL,MKDGOV,MACEDONIA,AL,Albania,AL,2001,20010301
GOV,PRESIDENT,BK02,,,,"Republika Srpska, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010111
GOV,GOVERNMENT,CT18,,,,"Bangui, Bangui, Central African Republic",CT18,2001,20010606
GOV,GOVERNMENT,CT18,MLI,MALI,ML,"Bangui, Bangui, Central African Republic",CT18,2001,20010528
PSE,PALESTINIAN,IS00,,,,"Jerusalem, Israel (general), Israel",IS00,2001,20010503
MOSSFI,SUFI,TU68,IRQ,KIRKUK,TU68,"Haremi, Ankara, Turkey",TU68,2001,20010514
GOV,MINIST,FR,ALB,ALBANIAN,AL,Albania,AL,2001,20010828
MOS,MUSLIM,BK02,HRV,CROAT,BK02,,RB,2001,20011003
LEG,LEGISLATOR,NI26,NGA,NIGERIA,NI00,United States,US,2001,20011025
GRC,GREECE,CY,TUR,TURKISH,CY,Cyprus,CY,2001,20010322
IRQ,IRAQI,IZ,IRQGOV,IRAQ,IZ,Iraq,IZ,2001,20011223
CVL,POPULATION,RB,,,,,RB,2001,20010823
IRQ,KIRKUK,US,GOV,REGIME,US,United States,US,2001,20010714
MKD,MACEDONIAN,BU52,MKDGOV,MACEDONIAN,BU52,"Tetovo, Razgrad, Bulgaria",BU52,2001,20011229
IRQ,IRAQI,IZ13,IRQGOV,IRAQ,IZ13,"Kirkuk, At Ta'mim, Iraq",IZ13,2001,20011229
ALB,ALBANIAN,AL,srp,SERBS,AL,,RB,2001,20010131
ALB,ALBANIA,AL,srp,SERBS,AL,Albania,AL,2001,20010221
MKD,MACEDONIA,MK,,,,Macedonia,MK,2001,20010627
MOS,MUSLIM,RB,HRV,CROAT,RB,,RB,2001,20011009
ALBUAF,ALBANIA,MKD4,MKD,MACEDONIA,AL,"Gostivar, Gostivar, Macedonia",MKD4,2001,20010727
,,,MOS,MUSLIM,NL07,"Amsterdam, Noord-Holland, Netherlands",NL07,2001,20010905
ALB,ALBANIAN,AL,,,,Kosovo,KV,2001,20010302
CVL,CITIZEN,MK00,MKD,MACEDONIA,MK00,"Shkup, Macedonia (general), Macedonia",MK00,2001,20010614
CVL,SETTLEMENT,SF02,ZAF,DURBAN,SF02,"Durban, KwaZulu-Natal, South Africa",SF02,2001,20010726
GOV,DICTATOR,ZI05,,,,"Mashonaland West, Mashonaland West, Zimbabwe",ZI05,2001,20010814
IRQ,KIRKUK,IZ05,,,,"Penjwin, As Sulaymaniyah, Iraq",IZ05,2001,20011118
NGA,NIGERIA,NI26,,,,"Benue State, Benue, Nigeria",NI26,2001,20011106
ALBRAD,ALBANIAN,RB00,MKD,SKOPJE,MK00,"Kosovo, Macedonia (general), Macedonia",MK00,2001,20010219
HRV,ZAGREB,HR21,HRVJUD,CROATIAN,HR21,"Zagreb, Zagreb, Grad, Croatia",HR21,2001,20010706
MKD,MACEDONIAN,AL,MKDEDU,MACEDONIA,AL,Albania,AL,2001,20010608
IGOUNO,THE UN,RB,srp,SERBS,AL,Albania,AL,2001,20010131
EDU,PROFESSOR,RB00,HRV,CROATIA,HR12,"Belgrade, Serbia (general),",RB00,2001,20011023
MILCOP,MILITARY POLICE,RB,,,,,RB,2001,20010715
srp,SERBS,RB,,,,"Washington, District of Columbia, United States",USDC,2001,20010628
ALB,ALBANIAN,AL46,,,,"Varvare, Qarku Korce, Albania",AL46,2001,20010726
IRQGOV,IRAQI,IZ05,GOV,MINIST,IZ05,"Halabja, As Sulaymaniyah, Iraq",IZ05,2001,20010919
MED,MEDIA,USDC,IGOMEAARL,ARAB LEAGUE,USDC,"Washington, District of Columbia, United States",USDC,2001,20010712
JUD,TRIBUNAL,USNJ,,,,Rwanda,RW,2001,20010722
MOSSFI,SUFI,NL,IRQ,IRAQI,NL,Netherlands,NL,2001,20010325
AZECVL,AZERBAIJANI,AJ00,ARM,ARMENIAN,AM,"Nagornyy Karabakh, Azerbaijan (general), Azerbaijan",AJ00,2001,20010428
IRQ,IRAQI,IZ11,,,,"Rawanduz, Liwa' Irbil, Iraq",IZ11,2001,20010811
ALB,ALBANIAN,MK00,MKD,MACEDONIA,MK00,"Skopje, Macedonia (general), Macedonia",MK00,2001,20010627
MED,MEDIA,MK00,CVL,POPULATION,MK00,"Vardar, Macedonia (general), Macedonia",MK00,2001,20010829
MOS,MUSLIM,BK,HRV,CROAT,BK,Bosnia-Herzegovina,BK,2001,20010830
srp,SERBS,HR,HRV,CROATIA,SZ,Switzerland,SZ,2001,20011114
ALBUAF,ALBANIAN,MK00,,,,"Skopje, Macedonia (general), Macedonia",MK00,2001,20010530
UAF,TERRORIST,MKE2,,,,Albania,AL,2001,20010729
GBR,UNITED KINGDOM,UKD5,,,,"Doncaster, Doncaster, United Kingdom",UKD5,2001,20010219
JEW,JEWISH,IS,ISR,ISRAEL,IS,Israel,IS,2001,20010904
MKDEDU,MACEDONIAN,MK,,,,Albania,AL,2001,20010608
srp,SERBS,RB,,,,,RB,2001,20010318
GOV,GOVERNMENT,CT18,MLI,MALI,ML,Mali,ML,2001,20010528
USA,UNITED STATES,USDC,,,,,YI,2001,20010510
CAF,CENTRAL AFRICAN REPUBLIC,CT,FRACVL,FRANCE,FRB9,"Paris, RhôAlpes, France",FRB9,2001,20010908
EGY,EGYPT,IS00,,,,"Jerusalem, Israel (general), Israel",IS00,2001,20010415
MKD,MACEDONIA,MK00,,,,"Skopje, Macedonia (general), Macedonia",MK00,2001,20010403
MKD,MACEDONIA,MK00,ALB,ALBANIAN,AL42,"Durres, Qarku i Durresit, Albania",AL42,2001,20010227
,,,VNM,VIETNAM,VM00,"South Vietnam, Vietnam (general), Vietnam, Republic Of",VM00,2001,20010126
MKDMED,MACEDONIAN,MK,MED,SPOKESMAN,AL,Albania,AL,2001,20010301
MED,MEDIA,MK00,ALB,ALBANIAN,AL,Albania,AL,2001,20010820
PSE,PALESTINIAN,USME,,,,"Maine, United States",USME,2001,20010213
,,,IRQ,IRAQ,IZ13,"Kirkuk, At Ta'mim, Iraq",IZ13,2001,20010907
ARM,ARMENIAN,AM,,,,Russia,RS,2001,20010327
MOS,MUSLIM,RB,,,,,RB,2001,20010809
MKD,MACEDONIA,MK00,ALB,ALBANIAN,AL,"Skopje, Macedonia (general), Macedonia",MK00,2001,20010627
CVL,VILLAGE,MK00,,,,"Semsevo, Macedonia (general), Macedonia",MK00,2001,20011114
CVL,CIVILIAN,RB00,GOV,GOVERNMENT,BK02,"Belgrade, Serbia (general),",RB00,2001,20010312
USALEG,NORTH CAROLINA,USNC,nba,NUBA,SU56,"Nuba, Shamal Kurdufan, Sudan",SU56,2001,20011213
ALBRAD,ALBANIAN,AL,,,,Albania,AL,2001,20010710
ARM,ARMENIAN,AM,ARMCVL,ARMENIA,AM,Armenia,AM,2001,20010323
MOS,MUSLIM,RB00,,,,"Prijedor, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20011108
UAF,TERRORIST,USGA,,,,"Georgia, United States",USGA,2001,20011210
,,,ALB,ALBANIAN,AL,"Mariovo, Macedonia (general), Macedonia",MK00,2001,20011217
MIL,COMMANDER,AL,,,,Albania,AL,2001,20010406
CHN,CANTON,RB,ALB,ALBANIAN,AL,Albania,AL,2001,20010530
srp,SERBS,BK02,MOS,MUSLIM,HR,Croatia,HR,2001,20011127
GOV,MAYOR,RB00,HRV,CROAT,HR,Bosnia-Herzegovina,BK,2001,20010312
ALB,ALBANIAN,BK,EUR,EUROPEAN,BK,Bosnia-Herzegovina,BK,2001,20011103
LBR,LIBERIA,LI,EDU,SCHOOL,LI,Liberia,LI,2001,20010518
GOV,CABINET,CT18,CAF,BANGUI,CT18,"Bangui, Bangui, Central African Republic",CT18,2001,20010605
NLDGOV,NETHERLANDS,NL07,MOS,MUSLIM,HR,"Amsterdam, Noord-Holland, Netherlands",NL07,2001,20010905
,,,MOS,MUSLIM,HR,Croatia,HR,2001,20010905
MOS,MUSLIM,HR,HRV,CROAT,HR,,RB,2001,20010616
HRV,CROATIA,HR,,,,,RB,2001,20010520
IGOWSTNAT,NATO,MK,,,,Macedonia,MK,2001,20010322
srpCHR,SERBS,RB,IGOWSTNAT,NATO,SU,,RB,2001,20011027
CVL,COMMUNITY,SF,,,,South Africa,SF,2001,20010322
IRQ,KIRKUK,IZ13,,,,"Kirkuk, At Ta'mim, Iraq",IZ13,2001,20011226
MKDCVL,MACEDONIAN,MK00,CVL,VILLAGE,MK00,"Skopje, Macedonia (general), Macedonia",MK00,2001,20010724
RUS,RUSSIA,RS47,ALB,ALBANIA,AL46,"Korca, Qarku Korce, Albania",AL46,2001,20010601
HRV,CROATIAN,HR,MOS,MUSLIM,HR,Croatia,HR,2001,20010509
MOS,MUSLIM,HR,HRV,CROAT,HR,Croatia,HR,2001,20010829
JUD,TRIBUNAL,US,GOV,SECURITY COUNCIL,US,United States,US,2001,20010221
JUD,TRIBUNAL,BK02,GOV,GOVERNMENT,RB00,"Belgrade, Serbia (general),",RB00,2001,20010313
,,,ALB,ALBANIAN,RI00,Albania,AL,2001,20010407
,,,NLD,NETHERLANDS,NL07,"Amsterdam, Noord-Holland, Netherlands",NL07,2001,20011123
ALB,ALBANIAN,AL,,,,Albania,AL,2001,20010627
SCGSRB,SERBIA,RI,UIS,THE INTERNATIONAL COMMUNITY,RI,Serbia,RI,2001,20010414
USA,AMERICAN,US,,,,United States,US,2001,20011127
GOV,AUTHORITIES,ID00,IDN,INDONESIAN,ID00,"Borneo, Indonesia (general), Indonesia",ID00,2001,20010301
USALEG,UNITED STATES,USNC,SDN,SUDAN,SU56,"Nuba, Shamal Kurdufan, Sudan",SU56,2001,20011213
ALB,ALBANIAN,AL,,,,Albania,AL,2001,20010814
AGR,FARMER,AS,,,,Australia,AS,2001,20010817
SIK,SIKH,PK,,,,Pakistan,PK,2001,20010206
ALB,ALBANIAN,AL40,REF,DISPLACED PEOPLE,AL40,"Manastir, Berat, Albania",AL40,2001,20010729
IGOEUREEC,THE EUROPEAN UNION,BE11,,,,"Brussels, Bruxelles-Capitale, Belgium",BE11,2001,20010224
GOV,AUTHORITIES,ID00,IDN,INDONESIAN,ID00,"Madura, Indonesia (general), Indonesia",ID00,2001,20010228
MKD,MACEDONIA,MK00,ALB,ALBANIA,AL,"Mariovo, Macedonia (general), Macedonia",MK00,2001,20011217
ARMGOV,ROBERT KOCHARYAN,AJ00,AZE,AZERBAIJAN,AJ00,"Nagornyy Karabakh, Azerbaijan (general), Azerbaijan",AJ00,2001,20010702
SCGSRBMIL,SERBIA,RI00,MILMIL,ARMY,RI00,"Veliki Trnovac, , Serbia",RI00,2001,20010329
ISR,ISRAEL,GZ,COP,POLICE,IS00,"Jerusalem, Israel (general), Israel",IS00,2001,20011003
kur,KURD,TU,,,,Turkey,TU,2001,20010321
HRV,CROAT,BK02,MOS,MUSLIM,BK02,,RB,2001,20010222
idg,INDIGENOUS,ID00,madREF,MADURESE,ID00,"Madura, Indonesia (general), Indonesia",ID00,2001,20010227
day,DAYAK,ID13,,,,"Palangkaraya, Kalimantan Tengah, Indonesia",ID13,2001,20010309
CVL,COMMUNITY,IN12,,,,"Kashmir, Jammu and Kashmir, India",IN12,2001,20010830
LEG,LEGISLATOR,NI26,CVL,ETHNIC GROUP,NI26,"Benue State, Benue, Nigeria",NI26,2001,20011026
EUR,EUROPE,RB00,,,,"Belgrade, Serbia (general),",RB00,2001,20010329
SDN,SUDAN,SU56,GOV,GOVERNMENT,SU56,"Nuba, Shamal Kurdufan, Sudan",SU56,2001,20011213
srp,SERBS,AL,,,,Albania,AL,2001,20010829
ALB,ALBANIA,AL,IGOWSTNAT,NATO,AL,Albania,AL,2001,20010731
HRV,CROATIA,HR,,,,"Banja Luka, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010520
MKDCVL,MACEDONIAN,MK00,MKD,MACEDONIA,MK00,"Skopje, Macedonia (general), Macedonia",MK00,2001,20010724
LEG,LEGISLATOR,NI26,CVL,ETHNIC GROUP,NI00,"Benue, Nigeria (general), Nigeria",NI00,2001,20011026
NGAGOV,NIGERIAN,NI45,NGA,NIGERIA,NI45,"Abia State, Abia, Nigeria",NI45,2001,20010618
JUD,JUDGE,,,,,,,2001,20010226
ISR,ISRAEL,IS,,,,Israel,IS,2001,20010712
IGOUNO,THE UN,RB,ALB,ALBANIAN,AL,Albania,AL,2001,20010131
JUD,PROSECUTOR,BK02,MOS,MUSLIM,BK02,"Trnopolje, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010323
ALB,ALBANIAN,AL,,,,Albania,AL,2001,20010710
PSEGOV,PALESTINIAN,IS,PSE,PALESTINIAN,IS,Israel,IS,2001,20010416
GRC,GREECE,GR00,,,,United States,US,2001,20010615
ALB,ALBANIAN,MK00,,,,"Radusa, Macedonia (general), Macedonia",MK00,2001,20010813
HRV,CROATIA,HR,,,,,RB,2001,20011003
MKD,MACEDONIA,MK00,,,,"Skoplje, Macedonia (general), Macedonia",MK00,2001,20010315
RUS,MOSCOW,RS20,RUSMIL,RUSSIA,RS48,"Moscow, Moskva, Russia",RS48,2001,20010224
MKD,MACEDONIA,GM,MKDCVL,MACEDONIAN,MK,Macedonia,MK,2001,20010728
srp,SERBS,RB,,,,Bosnia-Herzegovina,BK,2001,20010628
GOV,PRESIDENT,EN01,CHN,TIBET,EN01,"Tallinn, Harjumaa, Estonia",EN01,2001,20010310
EUR,EUROPEAN,HU05,,,,"Budapest, Budapest, Hungary",HU05,2001,20011108
CVL,SETTLEMENT,SF02,AFR,AFRICA,SF02,"Durban, KwaZulu-Natal, South Africa",SF02,2001,20010726
HRV,CROATIA,HR21,,,,"Belgrade, Serbia (general),",RB00,2001,20010301
MKD,MACEDONIAN,MK00,,,,"Shkup, Macedonia (general), Macedonia",MK00,2001,20010615
NLDGOV,NETHERLANDS,NL07,HRV,CROAT,NL07,"Amsterdam, Noord-Holland, Netherlands",NL07,2001,20010905
MIL,MILITARY,RB00,HRV,CROATIA,HR12,"Ponte, Primorsko-Goranska, Croatia",HR12,2001,20010704
MOS,MUSLIM,BK01,,,,"Celebici, Federation of Bosnia and Herzegovina, Bosnia-Herzegovina",BK01,2001,20010809
ALB,ALBANIAN,AL,ALBUAF,ALBANIA,AL,Albania,AL,2001,20010823
ALB,ALBANIA,AL,,,,"Maja, , Kosovo",KV00,2001,20010309
GOV,FOREIGN MINIST,AL,,,,"New York, United States",USNY,2001,20010601
RUS,RUSSIA,CH30,,,,"Changqing, Guangdong, China",CH30,2001,20010817
MKD,MACEDONIA,MK00,,,,"Macedonia, Macedonia (general), Macedonia",MK00,2001,20011206
GOV,GOVERNMENT,AL,ALB,ALBANIAN,AL,Albania,AL,2001,20010801
haz,HAZARA,AF10,UZB,UZBEKISTAN,UZ,"Hazaras, Helmand, Afghanistan",AF10,2001,20010102
NGA,NIGERIA,NI26,NGALEG,NIGERIA,US,United States,US,2001,20011026
RUS,RUSSIAN,RSJA,CVL,VILLAGE,RSCI,"Sernovodsk, RSJA, Russia",RSJA,2001,20010713
ISR,ISRAELI,IS05,PSE,PALESTINE,IS05,"Tel Aviv, Tel Aviv, Israel",IS05,2001,20010412
RUS,RUSSIA,RS17,,,,"Chechen, Dagestan, Russia",RS17,2001,20010224
USA,NEW YORK,USNY,,,,"New York, United States",USNY,2001,20010130
BTNREF,BHUTANESE,BT,nep,NEPALI,BT,Bhutan,BT,2001,20010522
IDN,KALIMANTAN,ID12,COP,POLICE,ID12,"South Kalimantan, Kalimantan Selatan, Indonesia",ID12,2001,20010228
UAF,GUNMEN,AL,,,,"Belgrade, Serbia (general),",RB00,2001,20010321
AZE,AZERBAIJANI,AJ00,ARM,ARMENIA,AM,"Nagornyy Karabakh, Azerbaijan (general), Azerbaijan",AJ00,2001,20010428
GOV,MINIST,IS02,ISR,ISRAELI,IS02,"Yibna, HaMerkaz, Israel",IS02,2001,20010830
MKD,SKOPJE,MK00,,,,"Skopje, Macedonia (general), Macedonia",MK00,2001,20010725
CVL,POPULATION,HR,srp,SERBS,BK02,"Republika Srpska, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010709
IRQ,KIRKUK,IZ05,,,,"Darband-I-Khan, As Sulaymaniyah, Iraq",IZ05,2001,20011028
UISLEG,THE INTERNATIONAL COMMUNITY,CH,MKD,MACEDONIAN,CH,China,CH,2001,20011211
LEG,DELEGATE,IS,PSE,PALESTINIAN,IS,Israel,IS,2001,20010907
JEW,JEWISH,US,CVL,POPULATION,AG,United States,US,2001,20010810
znd,AZERI,AJ00,,,,"Nagornyy Karabakh, Azerbaijan (general), Azerbaijan",AJ00,2001,20010702
GOV,GOVERNMENT,IZ05,,,,"Kalar, As Sulaymaniyah, Iraq",IZ05,2001,20010726
SCGSRB,SERBIA,RI00,,,,"Vojvodina, , Serbia",RI00,2001,20010117
ALB,ALBANIAN,AL,,,,Albania,AL,2001,20010712
CRMJUD,CRIMINAL,NL,,,,,YI,2001,20010626
GOV,GOVERNMENT,AF11,AFGCVL,AFGHANISTAN,AF11,"Herat, Herat, Afghanistan",AF11,2001,20011223
GOV,PRESIDENT,BK02,,,,"Banja Luka, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010110
CVL,ETHNIC GROUP,BK02,MOS,MUSLIM,BK02,"Banja Luka, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010507
MKD,MACEDONIAN,MK00,ALB,ALBANIAN,AL50,"Tirana, Tirane, Albania",AL50,2001,20010827
MOS,MUSLIM,KU,,,,Kuwait,KU,2001,20011104
MIL,ARMY,MK,,,,Albania,AL,2001,20010319
MOS,MUSLIM,BK02,HRV,CROAT,BK02,"Banja Luka, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010616
MOS,MUSLIM,BK02,HRV,CROAT,BK02,"Republika Srpska, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010829
NLDGOV,NETHERLANDS,NL07,HRV,CROAT,HR,"Amsterdam, Noord-Holland, Netherlands",NL07,2001,20010905
ZAF,DURBAN,SF02,,,,India,IN,2001,20010816
AFR,AFRICA,SF02,GOV,GOVERNMENT,SF02,"Nahariya, Ha?afon, Israel",IS03,2001,20010911
GBR,BRITISH,IT,,,,Italy,IT,2001,20011024
LEG,LEGISLATOR,US,NGA,NIGERIA,NI00,"Benue, Nigeria (general), Nigeria",NI00,2001,20011025
PSE,OCCUPIED TERRITORIES,AJ61,,,,"Xocali, Xank?ndi*, Azerbaijan",AJ61,2001,20010918
MOS,MUSLIM,HR12,HRV,CROAT,HR12,"Ponte, Primorsko-Goranska, Croatia",HR12,2001,20010830
ALBRAD,ALBANIAN,MK00,MKD,SKOPJE,AL,"Kosovo, Macedonia (general), Macedonia",MK00,2001,20010219
CVL,POPULATION,RB00,ALB,ALBANIAN,RS48,"Belgrade, Serbia (general),",RB00,2001,20010617
srp,SERBS,RB00,,,,"Belgrade, Serbia (general),",RB00,2001,20010710
NLDJUD,THE HAGUE,BK,bos,BOSNIAKS,RB,,RB,2001,20010109
HRV,CROAT,BK02,srp,SERBS,RB,,RB,2001,20010222
IRN,IRAN,BK02,,,,"Balkan, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20011027
srp,SERBS,BK02,PTY,POLITICIAN,BK02,"Republika Srpska, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20011008
JEW,JEWISH,IS00,CVL,POPULATION,IS00,"Jerusalem, Israel (general), Israel",IS00,2001,20010810
TUR,TURKISH,TU45,,,,"Cukurova, Manisa, Turkey",TU45,2001,20010115
srp,SERBS,RB,,,,"Trnopolje, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010318
CVL,POPULATION,HR04,NLDJUD,THE HAGUE,HR04,"Brijuni, Istarska, Croatia",HR04,2001,20010807
INT,INTERNATIONAL COMMUNITY,IN12,CVL,COMMUNITY,IN12,"Valley Of Kashmir, Jammu and Kashmir, India",IN12,2001,20010710
MKD,MACEDONIA,MKD4,ALB,ALBANIAN,MKD4,"Gostivar, Gostivar, Macedonia",MKD4,2001,20011213
LEG,LEGISLATOR,NI26,NGA,NIGERIA,NI43,"Benue State, Benue, Nigeria",NI26,2001,20011025
srp,SERBS,RB00,,,,"Belgrade, Serbia (general),",RB00,2001,20010422
EUR,EUROPE,USDC,GOV,PRESIDENT,USDC,"Washington, District of Columbia, United States",USDC,2001,20010712
MOS,MUSLIM,RB,,,,,RB,2001,20010906
GOVREB,GOVERNMENT,GR35,REB,GUERRILLA,GR35,"Athens, AttikíR, Greece",GR35,2001,20010726
SCGSRB,SERBIA,RI,,,,Serbia,RI,2001,20010404
MOS,MUSLIM,BK02,srp,SERBS,BK02,"Susica, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010222
MED,NEWSPAPER,IZ14,IRQ,KIRKUK,IZ08,"Dohuk, Dahuk, Iraq",IZ08,2001,20011211
CVL,ETHNIC GROUP,NI00,,,,"Fulani, Nigeria (general), Nigeria",NI00,2001,20011219
ALB,ALBANIAN,NL,MKD,MACEDONIA,NL,Netherlands,NL,2001,20010627
HRV,CROATIA,HR12,EDU,PROFESSOR,RB00,"Ponte, Primorsko-Goranska, Croatia",HR12,2001,20011023
MKD,MACEDONIAN,MK00,,,,"Mala Recica, Macedonia (general), Macedonia",MK00,2001,20010831
MKDGOV,MACEDONIAN,MKE2,,,,"Ohrid, Ohrid, Macedonia",MKE2,2001,20010601
RUS,VLADIMIR,RB00,srp,SERBS,RB00,"Belgrade, Serbia (general),",RB00,2001,20010804
,,,MOS,MUSLIM,HR,"Amsterdam, Noord-Holland, Netherlands",NL07,2001,20010905
PSE,PALESTINIAN,IS,CRMJUD,CRIMINAL,IS,Israel,IS,2001,20010712
TUR,TURKISH,FR97,,,,"France, Aquitaine, France",FR97,2001,20010115
GOV,HIGH OFFICIAL,HR04,srp,SERBS,USDC,"Ravni, Istarska, Croatia",HR04,2001,20010804
IRQ,KIRKUK,IZ13,IRQGOV,IRAQI,IZ13,"Kirkuk, At Ta'mim, Iraq",IZ13,2001,20010907
GOV,GOVERNMENT,MX11,ZWE,ZIMBABWE,ZI05,"Mashonaland West, Mashonaland West, Zimbabwe",ZI05,2001,20010817
NLDGOV,NETHERLANDS,NL07,MOS,MUSLIM,NL07,"Amsterdam, Noord-Holland, Netherlands",NL07,2001,20010905
GOV,GOVERNMENT,SO02,CVL,CIVILIAN,SO02,"Mogadishu, Banaadir, Somalia",SO02,2001,20010726
kur,KURD,IZ07,,,,"Baghdad, Baghdad, Iraq",IZ07,2001,20010321
MED,MEDIA,MK00,ALB,ALBANIAN,MK00,"Shkup, Macedonia (general), Macedonia",MK00,2001,20010820
SCGSRB,SERBIA,HR,,,,"Novi Sad, , Serbia",RI00,2001,20010528
PSEREB,PALESTINIAN,MK,MKD,MACEDONIA,MK,Macedonia,MK,2001,20010920
CVL,POPULATION,USDC,PSE,PALESTINE,USDC,"Washington, District of Columbia, United States",USDC,2001,20010726
ALB,ALBANIA,AL,,,,Albania,AL,2001,20010131
HRV,CROAT,HR,,,,Croatia,HR,2001,20010416
UAF,TERRORIST,PK,PAK,PAKISTAN,PK,Pakistan,PK,2001,20010809
MOS,MUSLIM,BK01,srp,SERBS,BK01,"Sarajevo, Federation of Bosnia and Herzegovina, Bosnia-Herzegovina",BK01,2001,20010110
PSE,PALESTINIAN,EG11,ISRGOV,ARIEL SHARON,IS00,"Jerusalem, Israel (general), Israel",IS00,2001,20010711
ISR,ISRAEL,IS00,COP,POLICE,IS00,"Jerusalem, Israel (general), Israel",IS00,2001,20011003
IRQGOV,IRAQI,IZ13,IRQ,KIRKUK,IZ13,"Kirkuk, At Ta'mim, Iraq",IZ13,2001,20011223
EUR,EUROPEAN,RO10,,,,"Bucharest, Bucuresti, Romania",RO10,2001,20011108
MKD,MACEDONIA,MK00,,,,"Vardar, Macedonia (general), Macedonia",MK00,2001,20010829
ALBUAF,ALBANIA,AL,MKD,MACEDONIAN,MK,Macedonia,MK,2001,20010726
GOV,PRESIDENT,BK,,,,Bosnia-Herzegovina,BK,2001,20010109
HRV,CROATIAN,BK,MOS,MUSLIM,BK,Bosnia-Herzegovina,BK,2001,20010509
GOV,PRESIDENT,BK01,,,,"Sarajevo, Federation of Bosnia and Herzegovina, Bosnia-Herzegovina",BK01,2001,20010109
MMRELI,NE WIN,BM11,MMRMIL,BURMESE,BM11,"Shan State, Shan State, Myanmar",BM11,2001,20010117
MKD,SKOPJE,MK00,,,,"Skoplje, Macedonia (general), Macedonia",MK00,2001,20010227
GOV,REGIME,RB00,,,,Albania,AL,2001,20010108
ALB,ALBANIAN,LY,IGOUNOHRIHCHJUD,LOUISE ARBOUR,IS05,"Tel Aviv, Tel Aviv, Israel",IS05,2001,20010701
GOV,PRESIDENT,RB,,,,,RB,2001,20010110
MOS,MUSLIM,RB,GOV,ADMINISTRATION,RB,,RB,2001,20010906
